222.7135778,83.01469765,55.91012224,0.1,0
220.7088183,92.45199625,47.76004926,0.25,0
235.9758579,27.71547774,67.64827168,0.2,0
222.3917949,29.98474367,47.34363831,0.25,0
237.0767049,95.31147427,66.44831824,0.1,0
236.0370156,56.99565373,46.44326743,0.2,0
224.9057113,69.96569108,57.72408567,0.1,0
221.4220626,47.60139027,67.05234986,0.25,0
229.991607,97.47831528,48.83186196,0.2,0
239.3631953,38.22493156,49.61187772,0.25,0
224.562741,49.82254305,45.19251268,0.1,0
239.6529511,88.92777297,68.8209102,0.25,0
237.4420085,32.84913794,55.11059815,0.1,0
231.7200094,48.37081174,66.87394741,0.25,0
232.93806,31.88065382,52.23347342,0.2,0
223.7314029,37.65275917,65.1422213,0.2,0
227.8823663,67.94263752,42.18646835,0.1,0
224.1263507,58.89774177,43.12741233,0.1,0
221.8915444,93.25753555,58.57538365,0.25,0
222.1745188,76.77054447,54.96794934,0.25,0
239.8387407,97.79466326,61.22135255,0.2,0
226.6601839,36.13571584,51.87071161,0.1,0
224.7723062,41.93864252,52.68074024,0.2,0
235.6086136,92.55933164,51.3738237,0.1,0
227.1448388,72.6849331,66.11763651,0.25,0
227.3186412,56.05813866,40.0120051,0.1,0
234.4169816,61.42461265,68.51127237,0.25,0
238.2906148,63.27291646,63.76926176,0.25,0
232.7268077,63.19416721,56.39740167,0.25,0
227.6645914,85.99317827,47.83953901,0.25,0
232.2162784,25.15057142,50.8009474,0.2,0
232.0321205,55.19115417,61.86803067,0.25,0
230.5921562,73.53388957,50.24559102,0.2,0
225.8869138,98.94856474,60.64513817,0.25,0
221.0198883,29.45812482,69.93702031,0.25,0
222.960671,89.59609534,48.53499182,0.1,0
231.2091586,99.3130929,44.58425508,0.2,0
220.295621,30.27204458,62.65416015,0.25,0
239.4372063,26.92964756,52.5225432,0.1,0
225.7649567,40.39587596,55.7278462,0.2,0
228.5593978,49.07839935,45.9797311,0.1,0
230.942621,42.39823089,57.19589307,0.2,0
236.9162032,44.48599076,49.52103918,0.25,0
226.4503726,81.99252097,64.10484537,0.25,0
223.095102,70.86466436,58.15885677,0.1,0
220.4483659,96.22823221,42.90127189,0.1,0
229.5954919,66.52941407,40.98613805,0.25,0
228.8391644,64.98312286,58.64541054,0.1,0
232.5976712,57.95302468,64.35038852,0.2,0
230.6134486,69.13068238,43.38120356,0.1,0
225.3009263,67.3575652,45.04537465,0.1,0
229.7941495,96.62363378,44.09554459,0.2,0
231.9348159,77.76421,69.44043099,0.25,0
237.2460215,43.51974298,62.18683524,0.25,0
226.1549532,94.46217489,46.00651759,0.25,0
230.3465724,91.4491281,44.41987711,0.2,0
223.8557711,59.86735875,63.39392691,0.1,0
235.4954917,62.07717137,55.33848887,0.2,0
227.4094438,47.37092142,41.3275824,0.2,0
228.0502351,73.93072829,56.80678883,0.1,0
233.4984256,88.29336242,60.13994244,0.2,0
230.0581986,35.44866074,53.5360146,0.2,0
235.1266651,79.25441379,60.71690897,0.2,0
231.1547149,80.20371178,53.41933197,0.2,0
225.0187702,86.74026741,40.73016303,0.1,0
234.1826993,54.68519235,59.53447174,0.25,0
221.2538985,26.26434153,65.39368965,0.25,0
237.6318558,45.1371564,43.80235016,0.1,0
221.7247084,45.93782966,49.26667023,0.1,0
224.2304998,72.04383395,69.33321114,0.1,0
234.7334554,90.4175134,68.27328049,0.1,0
233.2728426,75.41374068,65.51999594,0.25,0
237.9130979,39.90845157,65.85058203,0.2,0
234.2686446,76.45575135,41.67810851,0.2,0
234.8212734,84.52585073,54.62553652,0.25,0
238.044756,75.07866556,59.14875245,0.25,0
229.0278845,80.80060219,59.49193082,0.25,0
236.3376525,33.54356565,61.46428177,0.25,0
238.6979503,52.25905454,45.67850462,0.2,0
228.7854755,53.47614816,62.32721286,0.2,0
239.0579186,83.7119862,50.73036683,0.25,0
228.2863492,53.65304362,49.9759289,0.1,0
220.0212974,66.23004834,64.66582175,0.1,0
236.7795809,85.13313026,63.41573445,0.2,0
238.8215618,38.60823531,57.47055178,0.1,0
235.2601512,51.88410897,56.68574206,0.1,0
220.8793167,64.09855431,41.99186176,0.2,0
223.2304841,78.31340015,40.37698531,0.1,0
226.9453207,31.72268131,59.9655585,0.1,0
225.4188467,51.08388007,51.50909776,0.2,0
231.5304038,34.10881099,53.87492247,0.2,0
229.286878,87.96457864,62.91010457,0.25,0
233.7181438,82.32367645,52.92254294,0.25,0
238.5101854,70.2387057,67.57756583,0.2,0
233.8220841,60.76342035,42.40610768,0.25,0
236.5752639,36.25668669,46.78114444,0.1,0
222.4080575,28.16783936,68.14693241,0.2,0
223.5561078,41.43887219,48.324555,0.2,0
226.2742822,46.07851503,47.07418701,0.1,0
233.0981062,58.67795348,54.3804565,0.2,0
